Country,Year,AvgOfAverageTemperature,TempChange
Ã…land,1981,5.05775,-0.060583333
Ã…land,1982,5.781916667,0.663583333
Ã…land,1983,6.134083333,1.01575
Ã…land,1984,6.23475,1.116416667
Ã…land,1985,3.467166667,-1.651166667
Ã…land,1986,5.000083333,-0.11825
Ã…land,1987,3.71825,-1.400083333
Ã…land,1988,6.001583333,0.88325
Ã…land,1989,7.249416667,2.131083333
Ã…land,1990,7.221416667,2.103083333
Ã…land,1991,6.433666667,1.315333333
Ã…land,1992,6.782333333,1.664
Ã…land,1993,5.90675,0.788416667
Ã…land,1994,5.8995,0.781166667
Ã…land,1995,6.200166667,1.081833333
Ã…land,1996,5.236333333,0.118
Ã…land,1997,6.67425,1.555916667
Ã…land,1998,5.84125,0.722916667
Ã…land,1999,6.764,1.645666667
Ã…land,2000,7.283333333,2.165
Ã…land,2001,6.4015,1.283166667
Ã…land,2002,6.801083333,1.68275
Ã…land,2003,6.323416667,1.205083333
Ã…land,2004,6.518666667,1.400333333
Ã…land,2005,6.724083333,1.60575
Ã…land,2006,7.100583333,1.98225
Ã…land,2007,7.029,1.910666667
Ã…land,2008,7.49225,2.373916667
Ã…land,2009,6.489083333,1.37075
Ã…land,2010,4.861916667,-0.256416667
Ã…land,2011,7.17075,2.052416667
Ã…land,2012,6.063916667,0.945583333
Ã…land,2013,6.22975,1.111416667
Afghanistan,1838,18.37957143,4.623321429
Afghanistan,1840,13.41345455,-0.342795455
Afghanistan,1841,13.9976,0.24135
Afghanistan,1842,15.15466667,1.398416667
Afghanistan,1843,13.75625,0
Afghanistan,1844,13.14875,-0.6075
Afghanistan,1845,13.30583333,-0.450416667
Afghanistan,1846,14.03083333,0.274583333
Afghanistan,1847,13.47558333,-0.280666667
Afghanistan,1848,13.13625,-0.62
Afghanistan,1849,13.44441667,-0.311833333
Afghanistan,1850,13.32608333,-0.430166667
Afghanistan,1851,13.60566667,-0.150583333
Afghanistan,1852,13.54116667,-0.215083333
Afghanistan,1853,13.45583333,-0.300416667
Afghanistan,1854,13.60575,-0.1505
Afghanistan,1855,13.92383333,0.167583333
Afghanistan,1856,13.46466667,-0.291583333
Afghanistan,1857,13.07441667,-0.681833333
Afghanistan,1858,13.66416667,-0.092083333
Afghanistan,1859,13.91158333,0.155333333
Afghanistan,1860,13.40458333,-0.351666667
Afghanistan,1861,13.26975,-0.4865
Afghanistan,1862,12.93533333,-0.820916667
Afghanistan,1863,13.639,-0.11725
Afghanistan,1864,13.17566667,-0.580583333
Afghanistan,1865,13.49075,-0.2655
Afghanistan,1866,13.41783333,-0.338416667
Afghanistan,1867,13.97516667,0.218916667
Afghanistan,1868,13.6935,-0.06275
Afghanistan,1869,13.77808333,0.021833333
Afghanistan,1870,13.79933333,0.043083333
Afghanistan,1871,13.631,-0.12525
Afghanistan,1872,13.88275,0.1265
Afghanistan,1873,13.99591667,0.239666667
Afghanistan,1874,13.89058333,0.134333333
Afghanistan,1875,14.17333333,0.417083333
Afghanistan,1876,13.56491667,-0.191333333
Afghanistan,1877,13.71525,-0.041
Afghanistan,1878,13.87741667,0.121166667
Afghanistan,1879,13.928,0.17175
Afghanistan,1880,14.19975,0.4435
Afghanistan,1881,14.27033333,0.514083333
Afghanistan,1882,13.43416667,-0.322083333
Afghanistan,1883,13.60083333,-0.155416667
Afghanistan,1884,13.38183333,-0.374416667
Afghanistan,1885,13.03158333,-0.724666667
Afghanistan,1886,13.20058333,-0.555666667
Afghanistan,1887,13.64141667,-0.114833333
Afghanistan,1888,14.24316667,0.486916667
Afghanistan,1889,13.72733333,-0.028916667
Afghanistan,1890,13.72225,-0.034
Afghanistan,1891,13.23725,-0.519
Afghanistan,1892,14.076,0.31975
Afghanistan,1893,13.43675,-0.3195
Afghanistan,1894,13.46675,-0.2895
Afghanistan,1895,13.98175,0.2255
Afghanistan,1896,14.09875,0.3425
Afghanistan,1897,13.54975,-0.2065
Afghanistan,1898,13.46158333,-0.294666667
Afghanistan,1899,14.39583333,0.639583333
Afghanistan,1900,13.74933333,-0.006916667
Afghanistan,1901,13.894,0.13775
Afghanistan,1902,14.50583333,0.749583333
Afghanistan,1903,12.98641667,-0.769833333
Afghanistan,1904,13.80575,0.0495
Afghanistan,1905,13.38566667,-0.370583333
Afghanistan,1906,13.88491667,0.128666667
Afghanistan,1907,13.35291667,-0.403333333
Afghanistan,1908,13.69916667,-0.057083333
Afghanistan,1909,13.92541667,0.169166667
Afghanistan,1910,13.2165,-0.53975
Afghanistan,1911,13.385,-0.37125
Afghanistan,1912,13.90266667,0.146416667
Afghanistan,1913,13.85925,0.103
Afghanistan,1914,14.29683333,0.540583333
Afghanistan,1915,14.91458333,1.158333333
Afghanistan,1916,13.343,-0.41325
Afghanistan,1917,13.9165,0.16025
Afghanistan,1918,13.48325,-0.273
Afghanistan,1919,13.88091667,0.124666667
Afghanistan,1920,13.0365,-0.71975
Afghanistan,1921,14.17158333,0.415333333
Afghanistan,1922,14.2555,0.49925
Afghanistan,1923,13.33891667,-0.417333333
Afghanistan,1924,13.629,-0.12725
Afghanistan,1925,13.93175,0.1755
Afghanistan,1926,13.74533333,-0.010916667
Afghanistan,1927,13.84458333,0.088333333
Afghanistan,1928,13.633,-0.12325
Afghanistan,1929,13.48175,-0.2745
Afghanistan,1930,13.33058333,-0.425666667
Afghanistan,1931,13.4475,-0.30875
Afghanistan,1932,13.66466667,-0.091583333
Afghanistan,1933,13.88291667,0.126666667
Afghanistan,1934,13.34141667,-0.414833333
Afghanistan,1935,13.29625,-0.46
Afghanistan,1936,14.00741667,0.251166667
Afghanistan,1937,13.57158333,-0.184666667
Afghanistan,1938,14.21125,0.455
Afghanistan,1939,14.16191667,0.405666667
Afghanistan,1940,14.734,0.97775
Afghanistan,1941,15.50275,1.7465
Afghanistan,1942,14.45116667,0.694916667
Afghanistan,1943,13.70783333,-0.048416667
Afghanistan,1944,14.29175,0.5355
Afghanistan,1945,13.86625,0.11
Afghanistan,1946,14.59466667,0.838416667
Afghanistan,1947,15.03508333,1.278833333
Afghanistan,1948,14.33525,0.579
Afghanistan,1949,13.35008333,-0.406166667
Afghanistan,1950,13.0435,-0.71275
Afghanistan,1951,13.96775,0.2115
Afghanistan,1952,14.17541667,0.419166667
Afghanistan,1953,14.65075,0.8945
Afghanistan,1954,13.69133333,-0.064916667
Afghanistan,1955,14.64258333,0.886333333
Afghanistan,1956,14.19108333,0.434833333
Afghanistan,1957,12.77716667,-0.979083333
Afghanistan,1958,14.71675,0.9605
Afghanistan,1959,14.15258333,0.396333333
Afghanistan,1960,13.98541667,0.229166667
Afghanistan,1961,14.06491667,0.308666667
Afghanistan,1962,13.76866667,0.012416667
Afghanistan,1963,15.03341667,1.277166667
Afghanistan,1964,13.08491667,-0.671333333
Afghanistan,1965,14.10183333,0.345583333
Afghanistan,1966,14.343,0.58675
Afghanistan,1967,13.66325,-0.093
Afghanistan,1968,13.76233333,0.006083333
Afghanistan,1969,13.80508333,0.048833333
Afghanistan,1970,14.78308333,1.026833333
Afghanistan,1971,14.8235,1.06725
Afghanistan,1972,12.54716667,-1.209083333
Afghanistan,1973,14.2355,0.47925
Afghanistan,1974,13.31675,-0.4395
Afghanistan,1975,13.54808333,-0.208166667
Afghanistan,1976,13.70858333,-0.047666667
Afghanistan,1977,14.80541667,1.049166667
Afghanistan,1978,14.32966667,0.573416667
Afghanistan,1979,14.26208333,0.505833333
Afghanistan,1980,14.88733333,1.131083333
Afghanistan,1981,14.86008333,1.103833333
Afghanistan,1982,13.73308333,-0.023166667
Afghanistan,1983,14.61483333,0.858583333
Afghanistan,1984,14.24583333,0.489583333
Afghanistan,1985,14.88875,1.1325
Afghanistan,1986,14.22316667,0.466916667
Afghanistan,1987,14.984,1.22775
Afghanistan,1988,15.389,1.63275
Afghanistan,1989,14.12575,0.3695
Afghanistan,1990,14.99333333,1.237083333
Afghanistan,1991,14.37075,0.6145
Afghanistan,1992,14.05608333,0.299833333
Afghanistan,1993,14.43925,0.683
Afghanistan,1994,14.75475,0.9985
Afghanistan,1995,14.85916667,1.102916667
Afghanistan,1996,14.426,0.66975
Afghanistan,1997,14.904,1.14775
Afghanistan,1998,15.1325,1.37625
Afghanistan,1999,15.38875,1.6325
Afghanistan,2000,15.49783333,1.741583333
Afghanistan,2001,15.77808333,2.021833333
Afghanistan,2002,15.53766667,1.781416667
Afghanistan,2003,14.916,1.15975
Afghanistan,2004,15.77091667,2.014666667
Afghanistan,2005,14.98,1.22375
Afghanistan,2006,15.59558333,1.839333333
Afghanistan,2007,15.10616667,1.349916667
Afghanistan,2008,15.2165,1.46025
Afghanistan,2009,15.25775,1.5015
Afghanistan,2010,15.82866667,2.072416667
Afghanistan,2011,15.518,1.76175
Afghanistan,2012,14.48158333,0.725333333
Afghanistan,2013,16.533625,2.777375
Africa,1850,23.67227273,0.098856061
Africa,1856,23.036,-0.537416667
Africa,1857,23.32436364,-0.24905303
Africa,1858,23.57341667,0
Africa,1859,23.72233333,0.148916667
Africa,1860,23.619,0.045583333
Africa,1861,23.405,-0.168416667
Africa,1862,23.23391667,-0.3395
Africa,1863,23.55558333,-0.017833333
Africa,1864,23.64741667,0.074
Africa,1865,23.7705,0.197083333
Africa,1866,23.98218182,0.408765152
Africa,1867,24.02966667,0.45625
Africa,1868,23.59783333,0.024416667
Africa,1869,23.88691667,0.3135
Africa,1870,23.73358333,0.160166667
Africa,1871,23.63108333,0.057666667
Africa,1872,23.67283333,0.099416667
Africa,1873,23.84516667,0.27175
Africa,1874,23.72716667,0.15375
Africa,1875,23.36925,-0.204166667
Africa,1876,23.51366667,-0.05975
Africa,1877,23.94475,0.371333333
Africa,1878,24.1605,0.587083333
Africa,1879,23.53408333,-0.039333333
Africa,1880,23.54033333,-0.033083333
Africa,1881,23.92791667,0.3545
Africa,1882,23.54883333,-0.024583333
Africa,1883,23.57766667,0.00425
Africa,1884,23.28716667,-0.28625
Africa,1885,23.49366667,-0.07975
Africa,1886,23.46525,-0.108166667
Africa,1887,23.41083333,-0.162583333
Africa,1888,23.47091667,-0.1025
Africa,1889,23.71725,0.143833333
Africa,1890,23.2685,-0.304916667
Africa,1891,23.4785,-0.094916667
Africa,1892,23.64825,0.074833333
Africa,1893,23.61608333,0.042666667
Africa,1894,23.62283333,0.049416667
Africa,1895,23.84008333,0.266666667
Africa,1896,23.73291667,0.1595
Africa,1897,23.95583333,0.382416667
Africa,1898,23.78416667,0.21075
Africa,1899,23.95125,0.377833333
Africa,1900,23.9915,0.418083333
Africa,1901,24.08141667,0.508
Africa,1902,23.90191667,0.3285
Africa,1903,23.68391667,0.1105
Africa,1904,23.33008333,-0.243333333
Africa,1905,23.70966667,0.13625
Africa,1906,23.63683333,0.063416667
Africa,1907,23.37658333,-0.196833333
Africa,1908,23.66491667,0.0915
Africa,1909,23.69891667,0.1255
Africa,1910,23.61291667,0.0395
Africa,1911,23.59183333,0.018416667
Africa,1912,23.89333333,0.319916667
Africa,1913,23.98058333,0.407166667
Africa,1914,24.25666667,0.68325
Africa,1915,24.17425,0.600833333
Africa,1916,23.84958333,0.276166667
Africa,1917,23.6955,0.122083333
Africa,1918,23.66541667,0.092
Africa,1919,24.089,0.515583333
Africa,1920,23.80283333,0.229416667
Africa,1921,23.89983333,0.326416667
Africa,1922,23.96241667,0.389
Africa,1923,23.85291667,0.2795
Africa,1924,24.18158333,0.608166667
Africa,1925,23.94391667,0.3705
Africa,1926,24.25358333,0.680166667
Africa,1927,24.18983333,0.616416667
Africa,1928,24.21691667,0.6435
Africa,1929,23.97183333,0.398416667
Africa,1930,24.09916667,0.52575
Africa,1931,24.54475,0.971333333
Africa,1932,24.16783333,0.594416667
Africa,1933,24.20341667,0.63
Africa,1934,24.04208333,0.468666667
Africa,1935,24.03016667,0.45675
Africa,1936,24.06775,0.494333333
Africa,1937,24.24975,0.676333333
Africa,1938,24.09891667,0.5255
Africa,1939,24.04658333,0.473166667
Africa,1940,24.26175,0.688333333
Africa,1941,24.63066667,1.05725
Africa,1942,24.44716667,0.87375
Africa,1943,24.00925,0.435833333
Africa,1944,24.22375,0.650333333
Africa,1945,24.16416667,0.59075
Africa,1946,24.185,0.611583333
Africa,1947,24.39916667,0.82575
Africa,1948,24.00783333,0.434416667
Africa,1949,24.17975,0.606333333
Africa,1950,23.88083333,0.307416667
Africa,1951,24.12833333,0.554916667
Africa,1952,24.27591667,0.7025
Africa,1953,24.09358333,0.520166667
Africa,1954,23.94233333,0.368916667
Africa,1955,24.15783333,0.584416667
Africa,1956,23.84966667,0.27625
Africa,1957,24.08241667,0.509
Africa,1958,24.41483333,0.841416667
Africa,1959,24.167,0.593583333
Africa,1960,24.30508333,0.731666667
Africa,1961,24.0285,0.455083333
Africa,1962,24.1945,0.621083333
Africa,1963,24.26666667,0.69325
Africa,1964,23.99375,0.420333333
Africa,1965,23.96758333,0.394166667
Africa,1966,24.30183333,0.728416667
Africa,1967,23.931,0.357583333
Africa,1968,24.01175,0.438333333
Africa,1969,24.55483333,0.981416667
Africa,1970,24.32158333,0.748166667
Africa,1971,23.93308333,0.359666667
Africa,1972,24.19908333,0.625666667
Africa,1973,24.40008333,0.826666667
Africa,1974,23.83041667,0.257
Africa,1975,23.91975,0.346333333
Africa,1976,23.91191667,0.3385
Africa,1977,24.27425,0.700833333
Africa,1978,24.22216667,0.64875
Africa,1979,24.49841667,0.925
Africa,1980,24.44666667,0.87325
Africa,1981,24.29741667,0.724
Africa,1982,24.21158333,0.638166667
Africa,1983,24.57941667,1.006
Africa,1984,24.38716667,0.81375
Africa,1985,24.33983333,0.766416667
Africa,1986,24.30941667,0.736
Africa,1987,24.922,1.348583333
Africa,1988,24.56833333,0.994916667
Africa,1989,24.22383333,0.650416667
Africa,1990,24.70375,1.130333333
Africa,1991,24.42225,0.848833333
Africa,1992,24.33541667,0.762
Africa,1993,24.53866667,0.96525
Africa,1994,24.43875,0.865333333
Africa,1995,24.71841667,1.145
Africa,1996,24.6345,1.061083333
Africa,1997,24.70683333,1.133416667
Africa,1998,25.0205,1.447083333
Africa,1999,24.74375,1.170333333
Africa,2000,24.58808333,1.014666667
Africa,2001,24.84116667,1.26775
Africa,2002,24.96133333,1.387916667
Africa,2003,25.02558333,1.452166667
Africa,2004,24.89591667,1.3225
Africa,2005,25.15616667,1.58275
Africa,2006,24.81891667,1.2455
Africa,2007,24.8515,1.278083333
Africa,2008,24.75466667,1.18125
Africa,2009,25.0265,1.453083333
Africa,2010,25.4725,1.899083333
Africa,2011,24.7865,1.213083333
Africa,2012,24.72591667,1.1525
Africa,2013,25.20875,1.635333333
Albania,1743,8.62,-3.937
Albania,1744,14.061875,1.504875
Albania,1745,5.58825,-6.96875
Albania,1750,13.09790909,0.540909091
Albania,1751,13.57325,1.01625
Albania,1752,8.239833333,-4.317166667
Albania,1753,12.557,0
Albania,1754,12.54816667,-0.008833333
Albania,1755,12.32258333,-0.234416667
Albania,1756,13.02591667,0.468916667
Albania,1757,12.73033333,0.173333333
Albania,1758,11.44433333,-1.112666667
Albania,1759,12.49291667,-0.064083333
Albania,1760,12.155,-0.402
Albania,1761,12.87625,0.31925
Albania,1762,12.70025,0.14325
Albania,1763,12.02483333,-0.532166667
Albania,1764,12.86416667,0.307166667
Albania,1765,12.73725,0.18025
Albania,1766,12.60141667,0.044416667
Albania,1767,12.16966667,-0.387333333
Albania,1768,11.34233333,-1.214666667
Albania,1769,12.39516667,-0.161833333
Albania,1770,12.37641667,-0.180583333
Albania,1771,12.37083333,-0.186166667
Albania,1772,13.71141667,1.154416667
Albania,1773,12.693,0.136
Albania,1774,12.89633333,0.339333333
Albania,1775,13.22175,0.66475
Albania,1776,12.20591667,-0.351083333
Albania,1777,12.22016667,-0.336833333
Albania,1778,13.15133333,0.594333333
Albania,1779,13.18166667,0.624666667
Albania,1780,12.91841667,0.361416667
Albania,1781,12.99941667,0.442416667
Albania,1782,12.18633333,-0.370666667
Albania,1783,12.65683333,0.099833333
Albania,1784,12.33891667,-0.218083333
Albania,1785,11.78358333,-0.773416667
Albania,1786,12.14241667,-0.414583333
Albania,1787,12.74675,0.18975
Albania,1788,12.82316667,0.266166667
Albania,1789,12.57408333,0.017083333
Albania,1790,12.798,0.241
Albania,1791,13.16825,0.61125
Albania,1792,12.56183333,0.004833333
Albania,1793,12.29325,-0.26375
Albania,1794,12.97958333,0.422583333
Albania,1795,12.59333333,0.036333333
Albania,1796,12.753,0.196
Albania,1797,13.34225,0.78525
Albania,1798,12.946,0.389
Albania,1799,12.26116667,-0.295833333
Albania,1800,12.98666667,0.429666667
Albania,1801,13.44183333,0.884833333
Albania,1802,13.52225,0.96525
Albania,1803,12.40833333,-0.148666667
Albania,1804,12.77258333,0.215583333
Albania,1805,11.79358333,-0.763416667
Albania,1806,12.9225,0.3655
Albania,1807,13.11266667,0.555666667
Albania,1808,11.61983333,-0.937166667
Albania,1809,11.94908333,-0.607916667
Albania,1810,12.339,-0.218
Albania,1811,12.77858333,0.221583333
Albania,1812,11.59133333,-0.965666667
Albania,1813,11.83683333,-0.720166667
Albania,1814,11.609,-0.948
Albania,1815,11.82925,-0.72775
Albania,1816,11.41133333,-1.145666667
Albania,1817,12.07458333,-0.482416667
Albania,1818,12.47558333,-0.081416667
Albania,1819,12.38183333,-0.175166667
Albania,1820,12.43658333,-0.120416667
Albania,1821,12.23716667,-0.319833333
Albania,1822,13.0275,0.4705
Albania,1823,12.35941667,-0.197583333
Albania,1824,12.97975,0.42275
Albania,1825,12.382,-0.175
Albania,1826,12.21758333,-0.339416667
Albania,1827,12.75833333,0.201333333
Albania,1828,12.52291667,-0.034083333
Albania,1829,11.59891667,-0.958083333
Albania,1830,12.36025,-0.19675
Albania,1831,12.32333333,-0.233666667
Albania,1832,11.60016667,-0.956833333
Albania,1833,12.25033333,-0.306666667
Albania,1834,12.78783333,0.230833333
Albania,1835,11.70458333,-0.852416667
Albania,1836,12.31083333,-0.246166667
Albania,1837,11.40958333,-1.147416667
Albania,1838,11.59833333,-0.958666667
Albania,1839,12.20233333,-0.354666667
Albania,1840,11.74466667,-0.812333333
Albania,1841,13.0735,0.5165
